22,93,8,4,0,997.8946020070616
0,-1.814434089546903,0.0,True,0,1.0
0,0.0,0.0,True,1,1.0
0,0.20576509372286456,0.0,True,2,1.0
0,0.0,0.0,True,3,1.0
0,0.0,0.0,True,4,1.0
0,-1.519719845669239,0.0,True,5,1.0
0,0.0,0.0,True,6,1.0
0,0.0,0.0,True,7,1.0
2,-1.7464804398179146,1.0,True,8,1.0
2,0.6176664925255406,1.0,True,9,1.0
2,1.4596428890673963,1.0,True,10,1.0
2,0.0,1.0,True,11,1.0
1,-1.5196767057315994,0.6666666666666666,True,17,1.0
1,-0.6321672182163596,0.5,True,36,1.0
1,0.368905743480322,0.7777777777777778,True,66,1.0
1,0.2438678293818568,0.6666666666666666,True,137,1.0
1,2.1983125845532197,0.5,True,155,1.0
1,1.6513070137129484,0.33333333333333337,True,225,1.0
1,-0.20335125721241276,0.5,True,231,1.0
1,-0.731040935194605,0.6666666666666666,True,250,1.0
1,-0.8155369203327125,0.33333333333333337,True,569,1.0
1,0.18655502330207785,0.5,True,585,1.0
0,8,1.452353520357689,True,0
0,9,-1.2420915915660273,True,1
0,10,-2.1261805180759663,True,2
0,11,-2.8049780250101275,True,3
1,8,-2.4778601435515553,True,4
1,9,2.2881139483852886,True,5
1,10,1.3640962229270706,True,6
1,11,2.242560158957067,True,7
2,8,-0.0690181979931288,True,8
2,9,1.489862215822964,True,9
2,10,-2.3016372927015283,True,10
2,11,-2.1799173224504944,True,11
3,8,0.6230903514857731,True,12
3,9,0.6420853175777013,True,13
3,10,-1.8483444339726756,True,14
3,11,0.675616993646758,True,15
4,8,-0.34607303409405166,True,16
4,9,-2.625892136659932,True,17
4,10,0.8192467172679758,True,18
4,11,2.153887980000751,True,19
5,8,0.8260309678609832,True,20
5,9,-1.1627037892235208,True,21
5,10,1.8362013642683772,True,22
5,11,1.8243004296321454,True,23
6,8,1.6773179673394707,True,24
6,9,0.31519129984966643,True,25
6,10,2.6509689931134917,True,26
6,11,-2.4637192929297655,True,27
7,8,1.465268606976912,True,28
7,9,1.1722164750700417,True,29
7,10,-1.2481273693445472,True,30
7,11,1.915627065959318,True,31
6,12,-0.6347890783221466,True,47
12,11,1.0,True,48
3,13,2.979560230205699,True,101
13,9,1.0,True,102
2,13,1.3715284947173865,True,103
4,13,0.21748513321725782,True,104
0,13,0.9866587632134964,True,105
5,14,-2.427227097379654,True,182
14,10,1.0,True,183
0,14,2.3338751091059953,True,184
2,15,0.08277629211847559,True,385
15,8,1.0,True,386
6,16,-0.877220888623822,True,450
16,9,-2.2763070566007304,True,451
1,14,-1.6304941571892757,True,673
5,17,-1.2923939166353169,True,708
17,8,1.0,True,709
1,17,0.11799609395332089,True,710
7,18,-2.130840636978069,True,741
18,9,-0.8383972925595644,True,742
5,19,-2.888674601178436,True,853
19,11,-1.226686112047193,True,854
0,19,0.3350100110281329,True,855
5,13,1.260845981711215,True,856
1,13,0.4054902251269583,True,869
4,14,-2.110096461006492,True,1084
16,8,0.46236606158829274,True,1294
7,12,-1.0082870843443685,True,1450
12,9,-1.4554137903635973,True,1451
1,12,-1.0976661630815858,True,1452
3,12,-0.22769489223859973,True,1453
6,13,-2.824426604326725,True,1604
13,10,0.6179963464617826,True,1605
5,16,1.5488048171955824,True,1641
7,20,2.7273884082686086,True,3030
20,9,-0.2879687377562832,True,3031
12,10,-2.009270416572649,True,3077
6,21,1.6122616739403444,True,3195
21,8,0.8575657246291593,False,3196
7,13,2.722965875917491,True,3242
7,21,-1.6611197823132804,True,3485
13,11,0.17225429366840683,True,3669
13,8,0.6648795081131393,True,3670
0,16,-1.7393947797514155,True,3745
4,16,2.341941754776749,True,3747
0,17,1.4406675588751747,True,4049
7,17,-0.48503771980123767,True,4068
2,12,-2.28541104161695,True,4470
16,10,0.2237669833824527,True,4471
16,11,2.856762440384779,True,4472
2,21,-0.7514709036137135,True,4473
2,16,-1.9758924207064255,True,4474
0,21,0.14409506158266838,True,4475
0,12,0.8204809961578909,True,4476
4,21,1.5546494218642357,True,4477
14,9,0.2109245113425764,True,5427
20,14,-2.6171916782980307,True,6612
16,15,-0.15509725259692386,True,7673
1,21,1.2136409934307621,True,7674
17,19,2.8089749264833994,True,7675
20,18,2.467386734034945,True,7676
